Gender,ParentEdu,ParentMaritalStatus,ExtraCurricular,IsFirstChild,Siblings,Transportation,AvgReadingScore,AvgWritingScore,traveltime,studytime,internet,freetime,absences,CGPA
male,some college,,never,yes,1,school_bus,59,55,1,4,yes,3,7,F
male,high school,,sometimes,yes,0,private,47,48,1,2,yes,3,4,F
male,bachelor's degree,married,regularly,yes,3,school_bus,75,77,1,3,yes,3,4,C
female,some high school,married,never,yes,0,school_bus,65,68,1,2,yes,3,0,F
female,bachelor's degree,married,sometimes,yes,3,school_bus,78,79,1,2,yes,3,11,D
male,,single,never,no,3,school_bus,64,58,1,2,yes,3,0,D
female,some high school,married,regularly,yes,4,private,57,55,1,3,yes,3,4,F
female,high school,single,regularly,no,1,private,71,70,1,3,yes,4,7,D
female,some college,single,regularly,no,4,private,44,44,1,3,yes,3,9,F
female,,married,sometimes,yes,,,80,83,1,3,yes,4,0,C
male,associate's degree,widowed,regularly,no,1,school_bus,86,84,1,3,yes,4,0,A
female,associate's degree,,regularly,no,2,school_bus,56,58,2,1,yes,5,10,F
female,master's degree,married,sometimes,yes,1,school_bus,90,84,3,2,yes,4,8,C
female,,married,sometimes,no,4,school_bus,85,82,2,2,yes,5,2,C
female,associate's degree,married,sometimes,yes,4,school_bus,59,62,1,1,yes,3,7,F
male,bachelor's degree,married,sometimes,no,3,school_bus,79,77,3,1,yes,4,4,B
female,some high school,married,sometimes,no,2,private,51,44,2,2,yes,5,4,F
female,some high school,married,regularly,yes,1,school_bus,80,78,1,2,no,3,0,C
female,some college,single,regularly,no,4,private,37,32,2,2,yes,3,4,F
male,associate's degree,single,regularly,yes,1,school_bus,65,62,2,2,no,2,2,C
female,master's degree,married,sometimes,yes,3,private,65,61,2,1,yes,3,4,F
female,high school,,sometimes,yes,,private,62,61,2,3,yes,3,0,F
female,some college,divorced,regularly,yes,2,school_bus,67,73,3,2,no,3,0,D
male,high school,married,regularly,yes,0,school_bus,73,69,2,2,no,4,2,D
male,some high school,married,never,no,1,private,81,73,2,2,yes,3,0,B
female,high school,widowed,regularly,yes,1,school_bus,52,52,1,2,yes,3,0,F
female,associate's degree,divorced,regularly,no,3,private,69,74,2,2,no,2,0,F
male,high school,divorced,sometimes,yes,0,private,70,70,2,2,no,3,4,C
female,associate's degree,married,sometimes,yes,0,school_bus,84,81,2,3,yes,2,0,C
male,,married,sometimes,no,4,private,60,54,3,1,yes,2,0,D
female,associate's degree,married,never,yes,,school_bus,54,55,2,1,yes,2,0,F
male,some high school,,,no,2,,73,68,3,2,yes,2,10,D
female,some college,married,regularly,yes,1,school_bus,86,89,2,2,no,2,4,B
female,some college,,never,yes,3,school_bus,74,76,3,1,yes,3,3,C
male,some college,divorced,sometimes,yes,3,,79,72,1,3,no,4,8,C
female,some college,single,sometimes,yes,2,school_bus,72,73,1,1,yes,5,14,D
female,high school,divorced,sometimes,no,4,,45,40,2,3,yes,4,0,F
male,high school,married,sometimes,yes,5,private,75,69,4,3,yes,3,2,A
male,bachelor's degree,married,sometimes,yes,3,school_bus,54,51,2,3,yes,4,4,F
male,some high school,married,sometimes,no,1,private,31,36,1,2,yes,4,4,F
male,high school,single,sometimes,yes,1,school_bus,47,49,1,2,yes,1,0,F
female,master's degree,married,regularly,yes,3,school_bus,63,67,1,2,yes,5,17,F
male,some high school,married,sometimes,yes,2,school_bus,85,77,1,2,yes,2,4,B
female,high school,married,sometimes,yes,,school_bus,81,84,2,1,yes,4,5,C
male,some high school,married,regularly,no,2,,87,89,2,2,yes,4,2,A
male,bachelor's degree,married,regularly,yes,0,school_bus,71,77,2,1,no,3,0,D
female,high school,,sometimes,yes,1,private,72,68,2,1,no,4,14,D
female,some high school,married,sometimes,no,3,private,89,86,2,3,no,3,2,C
female,some high school,divorced,,yes,3,school_bus,90,92,3,1,yes,4,7,B
male,some college,married,regularly,yes,1,private,52,52,1,3,yes,4,0,F
female,some high school,widowed,sometimes,no,3,private,58,53,1,2,yes,3,0,F
male,high school,single,regularly,,0,school_bus,66,58,2,2,no,1,0,D
female,associate's degree,,sometimes,yes,3,school_bus,68,70,1,2,no,5,11,F
female,some high school,married,regularly,yes,2,school_bus,68,76,2,1,yes,4,3,D
male,some high school,married,regularly,yes,0,school_bus,53,53,1,1,no,5,3,D
female,some college,single,regularly,yes,3,school_bus,61,59,3,1,yes,4,0,D
female,bachelor's degree,married,regularly,,,school_bus,87,91,1,1,yes,2,5,C
male,bachelor's degree,divorced,never,yes,1,school_bus,59,57,2,2,no,3,6,D
male,some college,single,regularly,yes,2,school_bus,50,46,1,2,yes,3,4,F
female,high school,single,regularly,yes,2,school_bus,64,75,1,2,yes,3,10,D
male,high school,single,regularly,no,3,private,65,59,1,3,yes,2,2,C
female,high school,married,regularly,yes,6,school_bus,84,82,1,2,no,3,4,C
male,associate's degree,divorced,regularly,yes,1,school_bus,56,53,1,2,yes,4,10,F
female,high school,divorced,sometimes,yes,4,school_bus,52,46,1,2,yes,4,0,F
male,some high school,married,regularly,yes,0,school_bus,58,52,2,2,no,1,6,D
female,high school,married,sometimes,no,2,private,44,36,1,2,yes,2,0,F
male,some college,single,sometimes,yes,2,school_bus,78,77,1,2,yes,5,0,C
female,some high school,single,regularly,yes,0,school_bus,64,64,1,2,yes,3,0,F
male,master's degree,divorced,sometimes,yes,1,private,85,84,3,3,yes,2,4,B
male,master's degree,married,sometimes,yes,7,private,85,85,1,1,yes,3,2,A
female,high school,married,regularly,no,4,private,73,69,2,2,yes,4,2,D
male,associate's degree,single,regularly,yes,0,school_bus,76,70,1,3,yes,5,0,B
male,master's degree,married,never,yes,2,,67,67,1,1,yes,4,4,D
female,high school,married,sometimes,yes,3,private,66,61,1,3,yes,2,6,F
female,some college,married,regularly,no,1,,84,93,3,2,no,3,4,B
male,some high school,married,never,no,2,private,65,58,1,1,yes,5,16,C
male,some high school,,sometimes,yes,2,school_bus,64,55,1,1,yes,1,4,D
female,bachelor's degree,married,regularly,yes,0,private,96,96,1,2,yes,4,0,A
male,some college,married,regularly,no,1,school_bus,69,66,1,1,yes,4,0,C
female,bachelor's degree,married,regularly,no,2,private,80,83,1,2,yes,5,2,D
male,high school,divorced,regularly,,3,school_bus,49,47,2,2,yes,4,0,F
male,associate's degree,married,sometimes,yes,3,school_bus,73,72,1,3,yes,3,2,B
female,associate's degree,divorced,never,yes,,school_bus,61,51,1,1,yes,2,14,F
female,master's degree,married,sometimes,yes,4,school_bus,87,88,1,1,yes,2,2,B
male,bachelor's degree,single,sometimes,no,2,private,41,37,1,1,yes,2,4,F
female,some college,single,regularly,yes,1,private,70,80,1,2,yes,3,4,C
male,associate's degree,married,regularly,yes,3,school_bus,94,93,1,2,yes,4,16,A
male,,married,never,no,3,school_bus,80,85,1,2,yes,4,0,C
male,associate's degree,divorced,regularly,no,1,,41,41,2,2,yes,3,0,D
male,associate's degree,married,sometimes,yes,3,school_bus,75,73,1,2,yes,5,0,B
male,associate's degree,married,regularly,,2,school_bus,52,53,1,2,yes,3,0,F
male,high school,married,sometimes,yes,1,school_bus,58,47,1,1,yes,4,0,F
male,associate's degree,married,sometimes,yes,1,private,84,78,2,1,no,5,0,B
male,associate's degree,married,never,yes,1,school_bus,87,78,1,3,yes,4,2,B
female,bachelor's degree,married,sometimes,yes,3,private,61,59,2,3,yes,4,7,F
male,,married,sometimes,no,7,school_bus,64,66,1,3,yes,3,2,B
male,some college,married,sometimes,yes,3,school_bus,82,84,1,1,no,3,8,B
male,some high school,married,sometimes,yes,2,private,61,54,2,2,yes,3,25,F
female,some high school,single,regularly,no,3,private,73,82,1,1,yes,4,8,D
female,associate's degree,married,sometimes,no,3,school_bus,76,74,1,2,yes,3,2,D
male,bachelor's degree,married,sometimes,yes,3,school_bus,63,64,1,1,yes,4,0,D
female,bachelor's degree,single,regularly,no,3,school_bus,69,70,2,2,yes,3,14,C
female,high school,married,regularly,yes,5,private,75,74,1,2,yes,2,8,D
male,bachelor's degree,married,sometimes,yes,1,school_bus,46,44,1,2,yes,3,12,F
female,associate's degree,single,never,yes,0,,49,51,1,4,yes,2,4,F
female,associate's degree,married,sometimes,no,,school_bus,76,80,1,2,no,3,2,D
female,associate's degree,married,regularly,yes,,school_bus,100,99,1,2,yes,4,2,A
female,some college,married,sometimes,no,3,school_bus,65,74,3,2,yes,3,2,D
male,high school,divorced,sometimes,no,3,school_bus,50,47,1,2,yes,3,2,F
female,some college,married,regularly,no,1,private,86,93,2,1,no,5,6,B
female,associate's degree,married,regularly,yes,1,school_bus,93,87,1,1,yes,3,0,B
female,master's degree,married,sometimes,yes,2,school_bus,68,75,1,1,yes,3,6,F
male,some high school,divorced,sometimes,yes,0,private,75,76,1,2,yes,3,8,A
female,associate's degree,divorced,never,yes,3,school_bus,60,65,1,2,yes,3,0,F
female,,divorced,regularly,no,5,private,34,38,1,2,no,2,4,F
male,high school,,regularly,yes,3,school_bus,29,27,1,2,yes,3,2,F
female,some high school,single,regularly,yes,3,private,77,79,1,2,yes,2,2,D
male,,married,sometimes,no,3,school_bus,53,61,1,2,no,4,6,D
female,some high school,single,sometimes,yes,1,private,78,82,4,1,yes,5,6,D
male,master's degree,married,sometimes,no,3,private,84,89,1,2,yes,4,4,B
female,master's degree,married,sometimes,yes,2,school_bus,79,76,1,3,yes,4,2,C
female,high school,married,sometimes,yes,0,,47,40,1,2,yes,4,0,F
female,bachelor's degree,divorced,sometimes,yes,0,private,100,100,3,2,yes,4,2,A
female,some high school,divorced,regularly,yes,4,school_bus,85,86,1,4,yes,3,4,D
male,,single,never,yes,2,private,74,73,1,4,yes,3,4,B
male,,married,regularly,yes,0,private,47,51,2,2,yes,1,2,F
female,some college,single,regularly,,5,private,86,95,2,4,yes,4,12,B
female,bachelor's degree,divorced,sometimes,no,1,school_bus,75,72,2,4,yes,3,0,D
male,bachelor's degree,married,sometimes,no,1,private,63,68,1,4,yes,3,0,D
male,bachelor's degree,divorced,sometimes,yes,3,private,42,48,1,2,yes,3,2,F
female,some college,married,regularly,no,1,school_bus,85,84,1,1,no,3,2,C
female,bachelor's degree,married,sometimes,yes,3,private,61,66,1,2,yes,3,54,F
female,bachelor's degree,single,regularly,yes,2,school_bus,61,66,1,2,yes,3,6,F
female,associate's degree,married,sometimes,yes,2,school_bus,61,56,2,4,yes,4,8,F
female,some college,married,regularly,no,2,private,71,67,1,4,yes,2,0,C
male,bachelor's degree,single,regularly,yes,7,private,100,100,2,1,yes,5,2,A
female,high school,married,regularly,yes,1,private,60,52,1,2,yes,4,12,F
female,associate's degree,married,regularly,yes,0,private,78,82,1,1,yes,2,2,F
male,some college,married,,yes,1,school_bus,96,91,1,3,yes,3,4,A
male,high school,married,regularly,,1,private,71,68,1,2,yes,4,10,C
male,high school,married,regularly,no,1,school_bus,65,66,2,2,yes,3,4,C
female,associate's degree,single,sometimes,no,1,school_bus,65,65,1,2,yes,3,2,F
male,high school,married,sometimes,yes,0,school_bus,70,69,2,2,yes,4,6,C
male,some high school,divorced,regularly,no,2,school_bus,64,61,1,2,no,3,4,C
male,,married,sometimes,yes,0,,56,52,1,3,yes,3,4,D
female,high school,married,sometimes,yes,1,school_bus,61,72,2,2,yes,4,12,D
male,associate's degree,married,sometimes,yes,0,school_bus,43,44,1,2,no,1,18,F
female,some high school,,never,yes,2,private,54,48,1,3,yes,3,0,F
male,some college,married,regularly,yes,2,,56,62,1,1,yes,5,4,D
male,associate's degree,divorced,regularly,yes,2,private,72,74,1,2,no,3,4,D
male,,divorced,sometimes,yes,5,private,73,72,2,2,yes,3,0,D
male,associate's degree,married,sometimes,no,2,school_bus,88,91,1,4,yes,3,6,A
male,some college,divorced,regularly,yes,0,private,63,59,2,4,yes,1,2,C
male,associate's degree,divorced,never,no,1,school_bus,56,51,2,1,yes,3,2,D
female,high school,married,regularly,yes,1,private,57,57,1,2,no,3,2,F
male,some college,married,sometimes,yes,1,private,81,85,1,1,yes,3,6,B
male,some high school,divorced,regularly,yes,4,private,69,70,1,3,yes,3,0,C
male,master's degree,married,never,yes,0,school_bus,66,72,1,1,yes,5,14,C
female,master's degree,married,regularly,no,1,school_bus,94,100,1,3,yes,4,0,B
male,high school,married,regularly,yes,0,private,65,64,1,1,yes,3,4,B
male,some high school,single,sometimes,no,3,school_bus,62,61,2,2,yes,3,26,D
female,high school,married,sometimes,yes,3,private,66,59,1,2,yes,4,0,F
female,associate's degree,divorced,regularly,no,1,school_bus,61,59,1,4,no,3,10,F
male,high school,married,sometimes,yes,3,private,80,78,1,4,yes,1,8,C
female,some college,married,sometimes,yes,1,private,57,58,1,3,yes,3,2,F
male,some high school,single,regularly,no,1,school_bus,49,52,4,4,yes,3,6,F
female,high school,,sometimes,yes,3,private,76,74,1,3,yes,4,4,F
male,high school,married,never,yes,0,private,71,69,1,1,yes,5,6,A
female,some college,single,regularly,yes,3,,78,85,1,3,yes,1,0,C
female,some high school,married,sometimes,yes,1,private,74,72,1,2,yes,1,6,C
male,high school,single,sometimes,no,3,private,52,54,1,1,yes,5,10,F
female,some college,married,sometimes,yes,2,private,67,67,1,2,yes,4,8,D
male,associate's degree,married,regularly,no,5,school_bus,58,64,1,2,yes,4,2,C
male,some college,married,regularly,yes,0,private,88,83,2,2,no,4,2,B
female,master's degree,divorced,sometimes,yes,4,school_bus,100,100,2,1,yes,4,0,A
female,high school,divorced,regularly,yes,1,school_bus,62,59,3,2,yes,2,20,F
male,high school,single,sometimes,,3,private,81,71,1,1,yes,4,6,C
female,some college,single,regularly,no,2,school_bus,58,65,1,2,yes,2,2,F
female,some high school,single,regularly,yes,4,school_bus,54,54,1,4,yes,5,6,F
female,associate's degree,single,regularly,no,3,school_bus,100,100,2,2,yes,2,2,A
female,some high school,married,never,yes,1,school_bus,74,73,1,1,yes,4,18,D
male,,married,sometimes,no,4,school_bus,57,58,1,2,yes,4,0,C
female,some college,single,regularly,yes,,school_bus,71,73,1,1,yes,5,0,D
male,some high school,divorced,regularly,yes,1,school_bus,69,65,1,2,yes,3,0,D
male,some college,married,never,yes,4,school_bus,61,57,1,2,no,4,2,F
female,associate's degree,single,regularly,yes,1,school_bus,77,68,1,1,yes,3,0,C
female,bachelor's degree,divorced,never,yes,1,school_bus,82,78,1,1,yes,5,8,C
female,bachelor's degree,widowed,regularly,yes,0,school_bus,100,100,2,3,yes,2,0,A
male,some high school,single,regularly,yes,2,school_bus,74,72,3,1,yes,3,0,B
female,high school,married,regularly,,3,school_bus,50,61,1,1,yes,4,12,F
female,some college,divorced,regularly,yes,3,,64,61,1,1,yes,2,16,F
female,,married,sometimes,no,2,school_bus,62,65,4,2,no,3,0,F
male,associate's degree,married,sometimes,yes,1,school_bus,64,56,1,3,yes,3,0,D
male,high school,married,regularly,yes,5,private,40,48,3,2,no,4,0,F
female,associate's degree,married,sometimes,no,3,private,95,94,2,1,yes,3,0,A
female,high school,married,sometimes,yes,1,private,24,23,1,2,no,4,0,F
male,some high school,married,regularly,no,2,school_bus,79,79,2,1,yes,3,0,B
male,some high school,married,sometimes,yes,4,,83,84,2,4,yes,2,0,C
female,some college,married,regularly,yes,1,,89,95,2,1,yes,3,8,B
female,some high school,married,regularly,yes,6,school_bus,74,81,1,3,yes,2,2,C
male,high school,married,regularly,no,1,private,50,54,1,1,yes,4,2,F
female,associate's degree,,never,yes,,,58,49,1,1,yes,4,0,F
male,some high school,married,regularly,yes,0,school_bus,76,77,1,2,yes,4,0,B
female,some high school,single,sometimes,no,5,school_bus,44,43,1,2,yes,3,0,F
female,some college,married,regularly,yes,3,school_bus,87,85,1,2,yes,3,2,D
male,high school,married,regularly,yes,1,school_bus,82,76,1,1,yes,3,0,B
female,some high school,married,regularly,no,1,school_bus,83,79,4,1,yes,5,0,D
female,associate's degree,married,sometimes,yes,1,school_bus,76,76,1,1,yes,3,0,F
female,bachelor's degree,single,sometimes,yes,3,school_bus,72,74,1,1,no,4,6,D
male,high school,married,regularly,no,7,school_bus,64,64,2,3,yes,2,8,D
female,master's degree,married,never,no,2,school_bus,99,95,1,1,yes,5,0,B
male,high school,single,regularly,yes,2,school_bus,54,55,1,1,no,2,0,D
female,high school,married,sometimes,no,2,school_bus,71,65,1,2,no,4,2,F
female,,divorced,sometimes,yes,3,school_bus,78,77,1,1,no,2,8,D
female,some college,married,regularly,yes,1,school_bus,88,89,3,1,no,2,6,B
female,some college,divorced,never,yes,0,private,86,82,3,1,no,2,2,C
female,some college,single,sometimes,yes,1,school_bus,96,98,1,2,yes,5,4,B
female,some high school,,regularly,no,1,private,73,66,2,1,yes,3,0,D
male,bachelor's degree,single,regularly,no,,private,57,63,2,2,yes,4,6,C
male,some college,married,regularly,yes,2,private,52,54,2,1,no,4,0,D
female,,single,regularly,yes,0,school_bus,65,69,1,1,yes,3,2,D
male,some high school,married,,yes,3,private,72,73,4,2,no,3,0,D
female,some high school,divorced,regularly,no,1,private,86,81,2,1,no,5,16,C
female,associate's degree,married,regularly,yes,,private,71,76,1,2,yes,3,4,F
female,some high school,married,sometimes,no,2,school_bus,63,62,1,2,yes,2,0,C
male,bachelor's degree,,regularly,yes,4,school_bus,99,100,1,2,yes,1,0,A
male,associate's degree,married,never,yes,3,school_bus,61,52,1,2,yes,4,0,F
female,high school,married,sometimes,yes,2,private,81,88,3,1,yes,4,0,B
male,some college,single,sometimes,yes,1,school_bus,57,62,2,2,yes,3,2,D
male,associate's degree,divorced,sometimes,yes,0,school_bus,79,75,1,2,yes,4,0,A
male,master's degree,single,regularly,no,1,private,94,96,1,2,yes,3,0,B
male,high school,married,sometimes,yes,1,school_bus,71,66,2,2,yes,4,4,B
female,high school,single,regularly,yes,1,school_bus,46,46,2,2,yes,4,4,F
male,high school,married,never,yes,2,,77,79,2,2,yes,4,2,B
female,master's degree,married,sometimes,yes,0,,64,68,1,2,yes,3,4,F
female,bachelor's degree,single,sometimes,yes,3,private,82,86,1,1,yes,3,10,C
female,some college,single,sometimes,yes,2,school_bus,83,81,1,2,yes,2,4,D
female,master's degree,married,sometimes,yes,0,school_bus,82,85,1,2,yes,4,10,C
male,some college,married,regularly,yes,0,private,70,64,1,2,yes,2,2,D
female,master's degree,married,sometimes,no,1,private,76,76,1,2,no,4,0,C
male,some college,married,sometimes,yes,4,,64,52,1,2,yes,3,56,D
female,associate's degree,single,regularly,yes,0,private,88,89,1,2,yes,2,14,C
female,high school,single,regularly,yes,2,school_bus,57,59,1,2,yes,3,12,D
female,master's degree,single,sometimes,no,4,school_bus,79,80,1,1,yes,3,2,C
male,associate's degree,married,sometimes,no,3,private,69,68,1,2,yes,2,0,D
female,some college,married,never,yes,2,school_bus,76,77,1,2,yes,3,6,F
female,bachelor's degree,married,sometimes,yes,3,school_bus,67,68,1,2,no,1,4,F
male,high school,married,sometimes,yes,,school_bus,38,39,1,2,yes,3,10,F
female,high school,divorced,regularly,yes,1,private,100,100,1,2,yes,3,0,A
female,associate's degree,married,sometimes,no,6,school_bus,53,55,2,2,yes,4,12,F
female,some high school,divorced,sometimes,no,3,,78,80,1,1,yes,3,8,C
male,associate's degree,divorced,sometimes,no,3,school_bus,69,71,2,1,yes,3,0,C
male,high school,single,regularly,yes,4,school_bus,63,62,1,2,yes,3,0,C
female,associate's degree,married,sometimes,yes,3,school_bus,83,90,1,1,yes,2,4,C
female,associate's degree,single,never,yes,3,private,96,95,3,1,yes,3,8,B
male,bachelor's degree,divorced,sometimes,yes,4,school_bus,66,72,2,1,yes,2,24,C
female,bachelor's degree,married,sometimes,yes,0,private,100,100,1,2,yes,5,0,A
male,some high school,married,sometimes,yes,0,school_bus,68,68,1,2,yes,3,2,C
female,high school,,never,yes,3,private,81,79,1,2,no,4,6,C
male,some college,single,regularly,no,1,school_bus,49,43,1,2,no,4,4,F
male,high school,married,never,yes,3,school_bus,64,59,1,1,yes,3,18,C
male,some high school,married,regularly,yes,0,school_bus,39,37,2,4,yes,3,6,F
male,high school,married,sometimes,yes,1,,69,61,1,3,yes,4,28,D
male,some high school,married,sometimes,yes,6,private,76,69,1,2,yes,3,5,C
male,some high school,single,never,no,2,private,69,64,1,2,yes,3,10,D
female,high school,single,never,yes,1,private,72,68,2,1,no,3,6,F
male,bachelor's degree,married,regularly,yes,1,private,50,46,2,3,yes,4,6,F
female,associate's degree,divorced,sometimes,yes,1,school_bus,45,46,1,4,yes,3,10,F
female,some high school,married,regularly,yes,0,school_bus,61,61,1,2,yes,3,13,F
female,high school,married,sometimes,no,4,,35,35,1,2,yes,3,0,F
female,some college,divorced,sometimes,no,1,private,74,73,1,2,yes,4,15,C
female,some college,divorced,regularly,yes,1,private,71,71,1,1,no,2,12,F
female,bachelor's degree,married,sometimes,no,1,school_bus,54,49,2,2,yes,4,2,F
male,some college,married,regularly,no,3,private,83,70,1,2,yes,4,22,C
male,some college,married,sometimes,yes,2,school_bus,50,45,1,2,yes,2,13,F
female,,single,sometimes,no,2,private,70,66,2,1,no,3,3,F
female,some high school,married,regularly,yes,4,school_bus,78,80,1,3,yes,3,4,D
female,some college,married,sometimes,no,2,private,74,74,2,2,yes,2,2,F
male,some college,married,regularly,no,2,,73,72,1,3,no,3,0,B
male,associate's degree,married,regularly,yes,2,school_bus,53,48,1,2,yes,3,2,F
male,associate's degree,widowed,regularly,yes,1,,63,64,2,2,yes,3,0,C
female,high school,married,sometimes,yes,1,,68,68,1,3,yes,3,0,F
male,master's degree,married,sometimes,no,3,school_bus,65,71,1,2,yes,3,16,C
female,some college,married,regularly,yes,1,private,76,69,1,2,yes,3,10,D
male,some high school,married,regularly,yes,0,school_bus,55,63,1,2,yes,3,2,D
female,associate's degree,married,sometimes,yes,0,school_bus,69,62,4,2,yes,3,14,F
male,associate's degree,single,regularly,yes,3,,79,76,2,3,yes,2,10,B
female,associate's degree,married,sometimes,yes,0,private,73,68,1,2,yes,2,14,D
female,master's degree,married,sometimes,no,1,school_bus,85,95,2,2,yes,5,4,D
female,high school,married,sometimes,no,3,school_bus,70,67,1,2,yes,5,14,D
female,high school,divorced,regularly,yes,0,private,48,51,1,2,yes,2,2,F
male,some college,married,sometimes,yes,,school_bus,55,61,2,2,yes,4,18,C
male,high school,married,sometimes,yes,2,school_bus,59,49,2,3,yes,3,10,F
female,some high school,widowed,sometimes,yes,4,school_bus,65,70,1,2,yes,4,4,F
male,some high school,married,sometimes,yes,3,school_bus,43,37,1,1,yes,5,20,F
female,bachelor's degree,married,never,yes,2,private,81,80,3,2,no,1,2,D
male,bachelor's degree,married,never,,2,school_bus,69,61,1,2,yes,5,0,C
female,master's degree,married,regularly,yes,2,school_bus,86,86,2,2,yes,5,14,C
male,bachelor's degree,single,regularly,yes,1,private,42,39,2,2,yes,3,2,F
male,some college,married,regularly,yes,1,private,98,93,1,1,yes,4,0,A
male,some college,widowed,sometimes,yes,4,school_bus,68,65,1,1,yes,3,0,D
female,some high school,married,never,yes,3,,36,36,2,3,yes,4,0,F
male,some college,married,sometimes,yes,0,private,53,51,3,1,yes,3,6,F
female,some college,married,regularly,yes,1,school_bus,64,59,2,1,yes,2,4,D
male,some college,single,sometimes,yes,4,school_bus,64,59,1,1,yes,4,16,D
female,some high school,single,regularly,yes,0,,75,69,1,2,yes,3,8,C
male,master's degree,married,sometimes,yes,0,school_bus,67,75,1,1,yes,3,0,D
male,some college,married,sometimes,yes,0,private,73,74,2,1,yes,4,0,C
female,some college,single,sometimes,no,2,school_bus,69,63,3,2,yes,3,6,F
male,high school,married,never,yes,2,private,62,58,1,1,yes,2,4,D
male,some high school,married,sometimes,no,3,school_bus,72,69,2,1,no,3,0,C
female,high school,divorced,sometimes,yes,4,private,67,68,1,1,yes,4,0,C
female,some college,married,regularly,yes,1,private,64,68,2,1,yes,4,2,F
female,some college,married,sometimes,no,1,school_bus,88,94,1,4,yes,2,6,C
female,some college,,sometimes,yes,0,school_bus,79,76,1,2,yes,3,12,C
male,bachelor's degree,married,sometimes,yes,2,school_bus,87,76,1,2,yes,2,8,C
female,some high school,divorced,never,yes,2,school_bus,91,92,1,4,yes,4,0,C
female,associate's degree,single,sometimes,yes,6,private,76,75,1,2,yes,1,21,D
female,some college,married,sometimes,no,1,school_bus,65,61,1,2,yes,3,2,F
female,some high school,married,regularly,yes,2,private,79,78,1,3,no,3,1,D
female,associate's degree,single,never,yes,1,school_bus,95,97,1,3,no,2,4,B
male,some high school,widowed,regularly,no,2,private,50,48,1,3,yes,3,0,F
female,,married,regularly,yes,4,school_bus,77,81,2,2,yes,2,13,C
male,some high school,married,never,yes,1,private,47,46,1,2,yes,4,2,F
female,bachelor's degree,single,sometimes,,2,,54,60,2,2,yes,3,8,F
female,some high school,single,sometimes,,5,private,65,70,1,2,yes,4,10,F
female,,married,sometimes,yes,1,private,64,63,2,2,yes,3,0,F
female,high school,single,sometimes,,1,school_bus,50,48,1,2,yes,3,15,F
male,associate's degree,single,regularly,yes,2,private,74,77,1,4,yes,5,4,B
male,some college,married,regularly,yes,3,private,63,55,2,2,no,4,2,C
female,associate's degree,married,sometimes,,2,school_bus,83,77,1,2,no,5,2,D
female,some high school,,sometimes,yes,0,school_bus,73,75,2,2,yes,3,2,D
male,associate's degree,married,regularly,no,1,school_bus,62,71,2,2,yes,4,6,C
female,associate's degree,widowed,regularly,yes,0,private,82,84,2,2,yes,1,75,B
female,associate's degree,widowed,sometimes,yes,0,private,61,59,2,1,yes,2,22,F
female,,married,sometimes,yes,1,school_bus,66,60,1,2,yes,4,15,F
male,some college,single,sometimes,yes,3,private,59,46,2,1,yes,2,8,F
male,associate's degree,single,never,yes,0,,91,89,2,1,yes,5,30,B
female,associate's degree,single,never,yes,0,private,75,84,1,1,yes,4,19,C
male,bachelor's degree,divorced,sometimes,yes,2,,51,54,2,4,no,2,1,D
female,high school,married,sometimes,no,3,private,58,58,2,2,yes,4,4,F
male,associate's degree,divorced,sometimes,no,3,private,80,73,1,2,yes,4,4,C
female,bachelor's degree,married,sometimes,yes,2,private,69,71,1,2,yes,3,2,F
male,some high school,single,sometimes,no,4,school_bus,53,52,1,3,yes,3,5,F
male,master's degree,married,sometimes,yes,1,private,90,87,1,3,yes,3,6,B
female,associate's degree,single,sometimes,yes,0,,95,100,1,3,yes,2,6,A
male,associate's degree,married,regularly,,1,school_bus,81,77,1,2,yes,4,9,B
male,some college,married,regularly,yes,1,school_bus,87,92,1,2,yes,3,11,A
male,some college,divorced,regularly,no,3,school_bus,59,59,1,3,yes,2,0,D
female,,single,sometimes,,1,,59,65,1,2,yes,4,12,F
female,some high school,married,sometimes,yes,1,private,80,75,2,4,no,1,6,D
male,associate's degree,married,regularly,,1,school_bus,62,56,2,3,yes,4,8,C
male,associate's degree,single,sometimes,no,2,school_bus,51,42,1,1,yes,4,4,F
female,associate's degree,widowed,sometimes,yes,2,school_bus,78,70,2,2,yes,3,0,D
female,high school,married,regularly,yes,2,school_bus,75,72,2,2,yes,4,10,D
female,,married,regularly,yes,0,,77,71,1,4,yes,3,0,D
male,some high school,single,sometimes,no,3,private,61,62,1,1,yes,4,5,F
male,high school,single,sometimes,no,2,private,51,48,1,2,yes,2,14,F
female,some high school,married,regularly,yes,0,private,73,71,2,1,yes,1,0,D
female,,married,sometimes,yes,0,private,87,79,2,3,yes,3,0,C
female,associate's degree,divorced,sometimes,no,4,school_bus,59,63,1,4,yes,2,0,F
male,bachelor's degree,widowed,never,yes,2,private,90,82,1,2,yes,4,20,A
female,some college,single,sometimes,yes,1,,76,79,1,2,yes,4,8,D
female,associate's degree,divorced,sometimes,no,2,,87,87,1,1,no,5,0,C
female,bachelor's degree,single,never,yes,0,private,67,61,2,1,yes,3,38,D
female,high school,widowed,regularly,yes,,private,46,49,1,2,no,5,0,F
male,some college,married,sometimes,yes,1,,71,73,1,2,yes,4,18,C
male,,,sometimes,yes,2,school_bus,65,60,1,2,no,2,0,D
